title,developer,app_size(MB),category_code,category,review_num,review_score,version,lang,lang_num,pricing,price(won),release_year,app_url
Titan Quest HD,HandyGames,1400.0,6014,게임,116,4.4,8.0,"한국어, 독일어, 러시아어, 스페인어, 슬로바키아어, 영어, 우크라이나어, 이탈리아어, 일본어, 중국어(간체), 체코어, 폴란드어, 프랑스어",13,paid,2500,2018,https://apps.apple.com/kr/app/id1424977227
Rusty Lake: Roots KR,Rusty Lake,104.8,6014,게임,230,4.5,8.1,"한국어, 네덜란드어, 독일어, 러시아어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 터키어, 포르투갈어, 폴란드어, 프랑스어",14,paid,3900,2019,https://apps.apple.com/kr/app/id1450407076
FILCA - SLR 필름 카메라,Cheol Kim,72.0,6008,사진 및 비디오,2300,4.1,11.0,영어,1,paid,3900,2018,https://apps.apple.com/kr/app/id1436429074
Old Man's Journey,Broken Rules,1700.0,6014,게임,219,4.3,10.0,"한국어, 그리스어, 네덜란드어, 덴마크어, 독일어, 러시아어, 루마니아어, 말레이어, 베트남어, 부크몰 노르웨이어, 스웨덴어, 스페인어, 슬로바키아어, 아랍어, 영어, 우크라이나어, 이탈리아어, 인도네시아어, 일본어, 중국어, 체코어, 카탈로니아어, 크로아티아어, 태국어, 터키어, 포르투갈어, 폴란드어, 프랑스어, 핀란드어, 헝가리어, 히브리어, 힌두어",32,paid,1200,2017,https://apps.apple.com/kr/app/id1204902987
Flashcards Deluxe,OrangeOrApple.com,36.7,6017,교육,78,4.4,9.0,"한국어, 독일어, 영어",3,paid,4900,2009,https://apps.apple.com/kr/app/id307840670
Cute Emoticon Keyboard,kitamura hira,4.9,6005,소셜 네트워킹,191,3.4,8.0,"영어, 일본어, 중국어(간체)",3,paid,1200,2014,https://apps.apple.com/kr/app/id931267826
위젯 캘린더,yoon sik kang,5.1,6012,라이프 스타일,1600,4.1,14.0,"한국어, 네덜란드어, 독일어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 포르투갈어, 프랑스어",11,paid,2500,2014,https://apps.apple.com/kr/app/id922436277
스팸패턴차단,YOUNG SUN ROH,29.5,6002,유틸리티,76,4.1,10.0,한국어,1,paid,1200,2019,https://apps.apple.com/kr/app/id1449232260
Alook 브라우저 - 2 배속,"Baoding Lehuo Network Technology Co., Ltd.",64.3,6002,유틸리티,3400,4.8,9.0,"한국어, 독일어, 러시아어, 베트남어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 체코어, 태국어, 터키어, 페르시아어, 프랑스어",15,paid,1200,2017,https://apps.apple.com/kr/app/id1261944766
Street Fighter IV CE,CAPCOM,2200.0,6014,게임,1300,4.6,8.0,"영어, 일본어, 프랑스어",3,paid,5900,2017,https://apps.apple.com/kr/app/id1239299402
Pou,Paul Salameh,47.0,6014,게임,214,3.3,9.0,"한국어, 네덜란드어, 덴마크어, 독일어, 러시아어, 루마니아어, 스페인어, 슬로바키아어, 아랍어, 영어, 우크라이나어, 이탈리아어, 일본어, 중국어(간체), 체코어, 카탈로니아어, 페르시아어, 포르투갈어, 폴란드어, 프랑스어, 헝가리어",21,paid,2500,2012,https://apps.apple.com/kr/app/id575154654
RFS - Real Flight Simulator,RORTOS SRL,318.6,6014,게임,560,4.5,11.0,"한국어, 독일어, 러시아어, 스페인어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어, 터키어, 포르투갈어, 프랑스어",12,paid,900,2019,https://apps.apple.com/kr/app/id1444761746
TouchRetouch,ADVA Soft GmbH,23.9,6008,사진 및 비디오,670,4.7,12.0,"한국어, 네덜란드어, 독일어, 러시아어, 스페인어, 아랍어, 영어, 우크라이나어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 체코어, 터키어, 페르시아어, 포르투갈어, 폴란드어, 프랑스어",18,paid,2500,2010,https://apps.apple.com/kr/app/id373311252
BADLAND,Frogmind,224.5,6014,게임,59,3.6,8.0,"한국어, 독일어, 러시아어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 체코어, 포르투갈어, 프랑스어, 핀란드어",13,paid,900,2013,https://apps.apple.com/kr/app/id535176909
만화와 텍스트 - TXT 와 압축파일(+ PDF) 뷰어,kim juyoung,96.8,6018,도서,2300,4.7,11.0,"한국어, 영어, 일본어",3,paid,2500,2018,https://apps.apple.com/kr/app/id1351831223
Analog Seoul,ordinaryfactory Inc.,34.1,6008,사진 및 비디오,670,2.9,9.3,영어,1,paid,1200,2017,https://apps.apple.com/kr/app/id1138248035
Reigns,Devolver,160.5,6014,게임,1100,4.8,9.0,영어,1,paid,1200,2016,https://apps.apple.com/kr/app/id1114127463
PLOT,CHUNGNYUNG KANG,55.9,6008,사진 및 비디오,561,4.0,8.0,"한국어, 독일어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 카탈로니아어, 태국어, 포르투갈어, 프랑스어",12,paid,1200,2017,https://apps.apple.com/kr/app/id1303428012
Bloons TD 6,Ninja Kiwi,102.5,6014,게임,1900,4.8,11.0,영어,1,paid,5900,2018,https://apps.apple.com/kr/app/id1118115766
레이드 매니저,jungyu Lee,419.8,6014,게임,705,4.7,12.0,영어,1,paid,2500,2019,https://apps.apple.com/kr/app/id1437211990
온천골 스토리2,"Kairosoft Co.,Ltd",232.7,6014,게임,27,3.3,9.0,"한국어, 영어, 일본어, 중국어(간체), 중국어(번체)",5,paid,7500,2020,https://apps.apple.com/kr/app/id1530345628
Mini Metro,Dinosaur Polo Club,137.9,6014,게임,11000,4.9,10.0,"영어, 일본어, 중국어(간체), 중국어(번체), 프랑스어",5,paid,4900,2015,https://apps.apple.com/kr/app/id837860959
Terraria,"505 Games (US), Inc.",256.2,6014,게임,569,3.6,10.0,"독일어, 러시아어, 스페인어, 영어, 이탈리아어, 포르투갈어, 프랑스어",7,paid,5900,2013,https://apps.apple.com/kr/app/id640364616
Analog Jeju,ordinaryfactory Inc.,31.8,6008,사진 및 비디오,786,3.2,9.3,영어,1,paid,1200,2015,https://apps.apple.com/kr/app/id1017225151
Getting Over It,Bennett Foddy,190.1,6014,게임,349,3.9,8.0,"한국어, 러시아어, 영어, 일본어, 중국어",5,paid,5900,2017,https://apps.apple.com/kr/app/id1319618742
"폴라리스 오피스 모바일 - HWP, PDF, MS문서","Infraware Co.,Ltd",94.8,6007,생산성,3600,4.6,10.0,"한국어, 독일어, 러시아어, 베트남어, 스페인어, 아랍어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 터키어, 포르투갈어, 폴란드어, 프랑스어, 히브리어",17,paid,17000,2012,https://apps.apple.com/kr/app/id513188658
전세계 여행 사진 작가들이 만든 카메라 : LAUV,KIJONG HONG,116.1,6008,사진 및 비디오,277,4.6,9.0,"한국어, 네덜란드어, 덴마크어, 독일어, 러시아어, 루마니아어, 말레이어, 베트남어, 스페인어, 아랍어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 터키어, 페르시아어, 포르투갈어, 폴란드어, 프랑스어, 핀란드어, 헝가리어",23,paid,2500,2020,https://apps.apple.com/kr/app/id1494448955
nPlayer,Newin Inc.,102.1,6016,엔터테인먼트,11000,4.7,9.3,"한국어, 독일어, 러시아어, 스페인어, 아랍어, 영어, 일본어, 중국어(간체), 중국어(번체), 프랑스어",10,paid,5900,2016,https://apps.apple.com/kr/app/id1116905928
Puffin Browser Pro,"CloudMosa, Inc.",89.7,6002,유틸리티,264,2.3,8.0,"한국어, 네덜란드어, 노르웨이어(니노르스크), 덴마크어, 독일어, 러시아어, 마라타어, 말레이어, 베트남어, 벵골어, 부크몰 노르웨이어, 스웨덴어, 스페인어, 영어, 우크라이나어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 타밀어, 태국어, 터키어, 텔루구어 음악, 포르투갈어, 폴란드어, 프랑스어, 힌두어",28,paid,5900,2010,https://apps.apple.com/kr/app/id406239138
Wordmaster 워드마스터 수능 2000(18개정),ETOOS Education,140.5,6017,교육,131,3.0,11.4,영어,1,paid,4900,2018,https://apps.apple.com/kr/app/id1441713524
NBA 2K20,2K,3300.0,6014,게임,466,2.6,9.0,영어,1,paid,7500,2019,https://apps.apple.com/kr/app/id1471692155
CamScanner+,Linguan Data,255.8,6007,생산성,1100,4.8,12.0,"한국어, 독일어, 러시아어, 스페인어, 아랍어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 태국어, 터키어, 포르투갈어, 폴란드어, 프랑스어",16,paid,500,2010,https://apps.apple.com/kr/app/id388624839
Dead Cells,Playdigious,790.1,6014,게임,1800,4.7,11.0,"한국어, 독일어, 러시아어, 스페인어, 영어, 이탈리아어, 일본어, 터키어, 포르투갈어, 프랑스어",10,paid,11000,2019,https://apps.apple.com/kr/app/id1389752090
Streaks,Crunchy Bagel,152.4,6013,건강 및 피트니스,1600,4.7,12.0,"한국어, 그리스어, 네덜란드어, 덴마크어, 독일어, 러시아어, 말레이어, 베트남어, 부크몰 노르웨이어, 스웨덴어, 스페인어, 아랍어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 체코어, 태국어, 터키어, 페르시아어, 포르투갈어, 폴란드어, 프랑스어, 핀란드어, 히브리어, 힌두어",28,paid,5900,2015,https://apps.apple.com/kr/app/id963034692
Mr Pumpkin 2: Walls of Kowloon,Lilith Games,1400.0,6014,게임,29,4.5,9.0,"영어, 중국어(간체), 중국어(번체)",3,paid,2500,2020,https://apps.apple.com/kr/app/id1499318054
Football Manager 2020 Mobile,SEGA,2100.0,6014,게임,9000,4.8,9.0,영어,1,paid,11000,2019,https://apps.apple.com/kr/app/id1462777894
마녀의 샘2,SUYOUNG JANG,897.0,6014,게임,940,4.5,6.0,영어,1,paid,1200,2016,https://apps.apple.com/kr/app/id1124787633
Florence,Annapurna Interactive,1300.0,6014,게임,996,4.4,10.0,"한국어, 그리스어, 네덜란드어, 덴마크어, 독일어, 러시아어, 말레이어, 베트남어, 부크몰 노르웨이어, 스웨덴어, 스페인어, 아랍어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어, 태국어, 터키어, 포르투갈어, 폴란드어, 프랑스어, 핀란드어, 힌두어",24,paid,900,2018,https://apps.apple.com/kr/app/id1297430468
마녀의 샘3,SUYOUNG JANG,1400.0,6014,게임,1900,4.3,8.0,"한국어, 영어, 일본어, 중국어(간체), 중국어(번체), 프랑스어",6,paid,2500,2017,https://apps.apple.com/kr/app/id1298366657
WatchAnything - 시계 얼굴,Marc Hofmann,9.3,6012,라이프 스타일,201,4.2,14.2,"한국어, 독일어, 러시아어, 스페인어, 아랍어, 영어, 인도네시아어, 일본어, 중국어(간체), 포르투갈어, 프랑스어, 힌두어",12,paid,2500,2019,https://apps.apple.com/kr/app/id1461710896
Blink - 빠른메모 블링크,"IDEAMP Co.,Ltd.",42.3,6007,생산성,604,4.3,9.0,"한국어, 영어, 일본어, 중국어(간체)",4,paid,900,2017,https://apps.apple.com/kr/app/id1182856129
마녀의 샘,SUYOUNG JANG,374.4,6014,게임,434,4.0,7.0,영어,1,paid,1200,2015,https://apps.apple.com/kr/app/id1012970102
페이카 Filmlike,Hyun-il Kim,66.2,6008,사진 및 비디오,2100,4.8,13.0,"한국어, 영어",2,paid,1200,2017,https://apps.apple.com/kr/app/id1286255182
서울 2033 : 후원자,"banjihagames Co.,Ltd.",68.0,6014,게임,206,4.5,9.0,영어,1,paid,3900,2019,https://apps.apple.com/kr/app/id1447640916
NewBorder - 뉴보더 : 나의 사진을 특별하게,ThirtyFive Inc.,11.1,6008,사진 및 비디오,161,4.1,13.0,영어,1,paid,900,2019,https://apps.apple.com/kr/app/id1458958919
Analog Brooklyn,ordinaryfactory Inc.,24.3,6008,사진 및 비디오,5000,1.8,8.0,"한국어, 독일어, 러시아어, 말레이어, 스페인어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 태국어, 터키어, 포르투갈어, 프랑스어",15,paid,1200,2018,https://apps.apple.com/kr/app/id1138250941
The White Door,Second Maze,146.6,6014,게임,384,4.5,8.0,"한국어, 그리스어, 네덜란드어, 덴마크어, 독일어, 러시아어, 말레이어, 베트남어, 부크몰 노르웨이어, 스웨덴어, 스페인어, 영어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 체코어, 태국어, 터키어, 포르투갈어, 폴란드어, 프랑스어, 핀란드어, 히브리어",25,paid,3900,2020,https://apps.apple.com/kr/app/id1472184189
하루하루: 생활계획표,"Artronix System Co., Ltd",21.5,6007,생산성,1300,4.5,11.0,"한국어, 독일어, 영어, 일본어, 중국어, 중국어(간체), 중국어(번체), 터키어",8,paid,2500,2019,https://apps.apple.com/kr/app/id1452035712
마녀의 샘4,SUYOUNG JANG,1900.0,6014,게임,467,4.5,9.0,"한국어, 영어, 일본어, 중국어(간체), 중국어(번체)",5,paid,2500,2019,https://apps.apple.com/kr/app/id1487698320
Focus Timer : 집중력 향상 어플,Real Number Works Inc.,131.5,6007,생산성,2600,4.6,10.0,"한국어, 러시아어, 스페인어, 영어, 일본어, 중국어(간체)",6,paid,3900,2015,https://apps.apple.com/kr/app/id974920073
DEEMO,Rayark International Limited,3000.0,6014,게임,3600,4.7,9.0,영어,1,paid,2500,2013,https://apps.apple.com/kr/app/id700637744
나이트오브풀문,"Giant Network Technology Co., Ltd.",974.9,6014,게임,369,4.6,9.0,"한국어, 영어, 일본어, 중국어(간체), 중국어(번체), 포르투갈어",6,paid,500,2017,https://apps.apple.com/kr/app/id1278845241
갓피플성경,"GODpeople, LTD",163.3,6018,도서,157,4.5,11.0,한국어,1,paid,500,2012,https://apps.apple.com/kr/app/id511852665
Geometry Dash,RobTop Games AB,97.0,6014,게임,769,4.4,8.0,영어,1,paid,2500,2013,https://apps.apple.com/kr/app/id625334537
@yoojinkim camera,JIN WOOK KOO,65.9,6008,사진 및 비디오,1400,4.6,10.3,"한국어, 영어, 일본어, 중국어(간체), 중국어(번체)",5,paid,2500,2019,https://apps.apple.com/kr/app/id1489680345
Gudak Cam,Screw Bar Inc.,131.2,6008,사진 및 비디오,371,3.0,12.0,"한국어, 영어",2,paid,1200,2017,https://apps.apple.com/kr/app/id1237692856
투두냥이,Bora Keum,4.2,6002,유틸리티,23,3.9,13.0,"한국어, 영어",2,paid,900,2020,https://apps.apple.com/kr/app/id1511130227
Pocket Build,MoonBear LTD,474.6,6014,게임,4500,4.7,9.0,"한국어, 독일어, 러시아어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 포르투갈어, 프랑스어",11,paid,1200,2017,https://apps.apple.com/kr/app/id1293681293
Facetune,Lightricks Ltd.,70.9,6008,사진 및 비디오,7000,4.7,9.0,"한국어, 독일어, 러시아어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 터키어, 포르투갈어, 프랑스어",12,paid,4900,2013,https://apps.apple.com/kr/app/id606310581
Analog Tokyo,ordinaryfactory Inc.,31.2,6008,사진 및 비디오,3800,3.0,9.3,영어,1,paid,1200,2015,https://apps.apple.com/kr/app/id961932335
Analog Paris,ordinaryfactory Inc.,33.9,6008,사진 및 비디오,12000,2.7,9.3,영어,1,paid,1200,2016,https://apps.apple.com/kr/app/id1035219562
편한가계부 (+PC 가계부),Realbyte Inc.,61.8,6015,금융,5700,4.8,10.0,"한국어, 독일어, 러시아어, 루마니아어, 베트남어, 벵골어, 스페인어, 영어, 우크라이나어, 이탈리아어, 인도네시아어, 일본어, 중국어(간체), 중국어(번체), 터키어, 포르투갈어, 폴란드어, 프랑스어",18,paid,4900,2012,https://apps.apple.com/kr/app/id564730202
메몽 Memong,Choongwhan Shin,112.0,6012,라이프 스타일,1500,4.6,11.4,"한국어, 영어",2,paid,2500,2020,https://apps.apple.com/kr/app/id1494637370
@picn2k camera (피크닉 카메라),JIN WOOK KOO,95.0,6008,사진 및 비디오,17000,4.8,10.3,"한국어, 영어, 일본어, 중국어(간체), 중국어(번체)",5,paid,2500,2018,https://apps.apple.com/kr/app/id1376609012
Stardew Valley,Chucklefish Limited,366.9,6014,게임,15000,4.8,10.0,"한국어, 독일어, 러시아어, 스페인어, 영어, 이탈리아어, 일본어, 터키어, 포르투갈어, 프랑스어, 헝가리어",11,paid,5900,2018,https://apps.apple.com/kr/app/id1406710800
AutoSleep 트래커 with Watch,Tantsissa,37.0,6013,건강 및 피트니스,2500,4.5,11.0,"한국어, 네덜란드어, 독일어, 러시아어, 스웨덴어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 터키어, 포르투갈어, 프랑스어",13,paid,4900,2016,https://apps.apple.com/kr/app/id1164801111
Analog Wedding,ordinaryfactory Inc.,30.6,6008,사진 및 비디오,6000,2.1,9.3,영어,1,paid,1200,2015,https://apps.apple.com/kr/app/id992047786
A Dance of Fire and Ice,7th Beat Games S.A.C.,477.5,6014,게임,4400,4.8,10.0,영어,1,paid,2500,2019,https://apps.apple.com/kr/app/id1456547302
GoodNotes 5,Time Base Technology Limited,180.0,6007,생산성,3900,4.7,12.0,영어,1,paid,9900,2019,https://apps.apple.com/kr/app/id1444383602
유니콘:광고차단 필수앱,OH NAM KWON,84.9,6002,유틸리티,33000,4.8,9.0,"한국어, 영어, 일본어",3,paid,2500,2015,https://apps.apple.com/kr/app/id1046714401
Forest - 집중력을 잃지 마세요,"SEEKRTECH CO., LTD.",390.0,6007,생산성,7900,4.7,10.0,"한국어, 독일어, 러시아어, 스페인어, 아랍어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 태국어, 터키어, 포르투갈어, 프랑스어",14,paid,2500,2014,https://apps.apple.com/kr/app/id866450515
Plague Inc. (전염병 주식회사),Ndemic Creations,104.8,6014,게임,19000,4.8,9.3,"한국어, 독일어, 러시아어, 부크몰 노르웨이어, 스페인어, 영어, 이탈리아어, 일본어, 중국어(간체), 중국어(번체), 터키어, 포르투갈어, 폴란드어, 프랑스어",14,paid,900,2012,https://apps.apple.com/kr/app/id525818839
Football Manager 2021 Mobile,SEGA,1400.0,6014,게임,1600,4.8,9.0,영어,1,paid,11000,2020,https://apps.apple.com/kr/app/id1502435808
MOODA,OLIVESTONE Lab.,17.7,6012,라이프 스타일,4,5.0,11.0,영어,1,paid,1200,2019,https://apps.apple.com/kr/app/id1476256748
